,Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
920,Water coverage,Percent,Rural,Mara,TZA001020,2010,EWURA_Water Utilities Performance Review_Yearly,54.7,
921,Water coverage,Percent,Rural,Mara,TZA001020,2011,EWURA_Water Utilities Performance Review_Yearly,51.04,
922,Water coverage,Percent,Rural,Mara,TZA001020,2012,EWURA_Water Utilities Performance Review_Yearly,49,
923,Water coverage,Percent,Rural,Morogoro,TZA001005,2008,EWURA_Water Utilities Performance Review_Yearly,66.2,
924,Water coverage,Percent,Rural,Morogoro,TZA001005,2009,EWURA_Water Utilities Performance Review_Yearly,66.19,
925,Water coverage,Percent,Rural,Morogoro,TZA001005,2010,EWURA_Water Utilities Performance Review_Yearly,58.58,
926,Water coverage,Percent,Rural,Morogoro,TZA001005,2011,EWURA_Water Utilities Performance Review_Yearly,61.89,
927,Water coverage,Percent,Rural,Morogoro,TZA001005,2012,EWURA_Water Utilities Performance Review_Yearly,63.1011147413805,
928,Water coverage,Percent,Rural,Mtwara,TZA001009,2008,EWURA_Water Utilities Performance Review_Yearly,70.9,
929,Water coverage,Percent,Rural,Mtwara,TZA001009,2009,EWURA_Water Utilities Performance Review_Yearly,65.06,
930,Water coverage,Percent,Rural,Mtwara,TZA001009,2010,EWURA_Water Utilities Performance Review_Yearly,67.04,
931,Water coverage,Percent,Rural,Mtwara,TZA001009,2011,EWURA_Water Utilities Performance Review_Yearly,49.4,
932,Water coverage,Percent,Rural,Mtwara,TZA001009,2012,EWURA_Water Utilities Performance Review_Yearly,45.0931148816444,
933,Water coverage,Percent,Rural,Pwani,TZA001006,2008,EWURA_Water Utilities Performance Review_Yearly,69.1,
934,Water coverage,Percent,Rural,Pwani,TZA001006,2009,EWURA_Water Utilities Performance Review_Yearly,65.94,
935,Water coverage,Percent,Rural,Pwani,TZA001006,2010,EWURA_Water Utilities Performance Review_Yearly,64.8,
936,Water coverage,Percent,Rural,Pwani,TZA001006,2011,EWURA_Water Utilities Performance Review_Yearly,64.6,
937,Water coverage,Percent,Rural,Pwani,TZA001006,2012,EWURA_Water Utilities Performance Review_Yearly,66.0829325670914,
938,Water coverage,Percent,Rural,Mwanza,TZA001019,2008,EWURA_Water Utilities Performance Review_Yearly,58.6,
939,Water coverage,Percent,Rural,Kagera,TZA001018,2008,EWURA_Water Utilities Performance Review_Yearly,50.5,
940,Water coverage,Percent,Rural,Kagera,TZA001018,2009,EWURA_Water Utilities Performance Review_Yearly,58.86,
941,Water coverage,Percent,Rural,Kagera,TZA001018,2010,EWURA_Water Utilities Performance Review_Yearly,57.85,
942,Water coverage,Percent,Rural,Kagera,TZA001018,2011,EWURA_Water Utilities Performance Review_Yearly,56.01,
943,Water coverage,Percent,Rural,Kagera,TZA001018,2012,EWURA_Water Utilities Performance Review_Yearly,57.2065982111642,
944,Water coverage,Percent,Rural,Mwanza,TZA001019,2009,EWURA_Water Utilities Performance Review_Yearly,57.02,
945,Water coverage,Percent,Rural,Mwanza,TZA001019,2010,EWURA_Water Utilities Performance Review_Yearly,61.49,
946,Water coverage,Percent,Rural,Mwanza,TZA001019,2011,EWURA_Water Utilities Performance Review_Yearly,58.28,
947,Water coverage,Percent,Rural,Mwanza,TZA001019,2012,EWURA_Water Utilities Performance Review_Yearly,61.9828904571868,
948,Water coverage,Percent,Rural,Njombe,TZA001022,2010,EWURA_Water Utilities Performance Review_Yearly,60.19,
949,Water coverage,Percent,Rural,Njombe,TZA001022,2012,EWURA_Water Utilities Performance Review_Yearly,63.1113559135722,
950,Water coverage,Percent,Rural,Ruvuma,TZA001010,2008,EWURA_Water Utilities Performance Review_Yearly,56,
951,Water coverage,Percent,Rural,Ruvuma,TZA001010,2009,EWURA_Water Utilities Performance Review_Yearly,57.73,
952,Water coverage,Percent,Rural,Ruvuma,TZA001010,2010,EWURA_Water Utilities Performance Review_Yearly,57.24,
953,Water coverage,Percent,Rural,Ruvuma,TZA001010,2011,EWURA_Water Utilities Performance Review_Yearly,59.91,
954,Water coverage,Percent,Rural,Ruvuma,TZA001010,2012,EWURA_Water Utilities Performance Review_Yearly,58.8109950031484,
955,Water coverage,Percent,Rural,Rukwa,TZA001015,2008,EWURA_Water Utilities Performance Review_Yearly,51.1,
956,Water coverage,Percent,Rural,Rukwa,TZA001015,2009,EWURA_Water Utilities Performance Review_Yearly,52.41,
957,Water coverage,Percent,Rural,Rukwa,TZA001015,2010,EWURA_Water Utilities Performance Review_Yearly,53.92,
958,Water coverage,Percent,Rural,Rukwa,TZA001015,2011,EWURA_Water Utilities Performance Review_Yearly,54.67,
959,Water coverage,Percent,Rural,Rukwa,TZA001015,2012,EWURA_Water Utilities Performance Review_Yearly,45.687155003691,
960,Water coverage,Percent,Rural,Singida,TZA001013,2008,EWURA_Water Utilities Performance Review_Yearly,47.4,
961,Water coverage,Percent,Rural,Singida,TZA001013,2009,EWURA_Water Utilities Performance Review_Yearly,49,
962,Water coverage,Percent,Rural,Singida,TZA001013,2010,EWURA_Water Utilities Performance Review_Yearly,51.36,
963,Water coverage,Percent,Rural,Singida,TZA001013,2011,EWURA_Water Utilities Performance Review_Yearly,50.44,
964,Water coverage,Percent,Rural,Singida,TZA001013,2012,EWURA_Water Utilities Performance Review_Yearly,49.8868626525008,
965,Water coverage,Percent,Rural,Tabora,TZA001014,2008,EWURA_Water Utilities Performance Review_Yearly,43.6,
966,Water coverage,Percent,Rural,Tabora,TZA001014,2009,EWURA_Water Utilities Performance Review_Yearly,44.57,
967,Water coverage,Percent,Rural,Tabora,TZA001014,2010,EWURA_Water Utilities Performance Review_Yearly,38.85,
968,Water coverage,Percent,Rural,Tabora,TZA001014,2011,EWURA_Water Utilities Performance Review_Yearly,43.36,
969,Water coverage,Percent,Rural,Tabora,TZA001014,2012,EWURA_Water Utilities Performance Review_Yearly,46.8438310873212,
970,Water coverage,Percent,Rural,Shinyanga,TZA001017,2008,EWURA_Water Utilities Performance Review_Yearly,49.6,
971,Water coverage,Percent,Rural,Shinyanga,TZA001017,2009,EWURA_Water Utilities Performance Review_Yearly,51.53,
972,Water coverage,Percent,Rural,Arusha,TZA001002,2009,EWURA_Water Utilities Performance Review_Yearly,66.72,
973,Water coverage,Percent,Rural,Arusha,TZA001002,2010,EWURA_Water Utilities Performance Review_Yearly,60.84,
974,Water coverage,Percent,Rural,Arusha,TZA001002,2011,EWURA_Water Utilities Performance Review_Yearly,58.53,
975,Water coverage,Percent,Rural,Arusha,TZA001002,2012,EWURA_Water Utilities Performance Review_Yearly,60.6633292312152,
981,Water coverage,Percent,Rural,Iringa,TZA001011,2008,EWURA_Water Utilities Performance Review_Yearly,70.2,
982,Water coverage,Percent,Rural,Iringa,TZA001011,2009,EWURA_Water Utilities Performance Review_Yearly,66.83,
983,Water coverage,Percent,Rural,Iringa,TZA001011,2010,EWURA_Water Utilities Performance Review_Yearly,65.93,
984,Water coverage,Percent,Rural,Iringa,TZA001011,2011,EWURA_Water Utilities Performance Review_Yearly,65.82,
985,Water coverage,Percent,Rural,Iringa,TZA001011,2012,EWURA_Water Utilities Performance Review_Yearly,64.9496013928342,
986,Water coverage,Percent,Rural,Geita,TZA001025,2012,EWURA_Water Utilities Performance Review_Yearly,53.0081176212915,
987,Water coverage,Percent,Rural,Kigoma,TZA001016,2008,EWURA_Water Utilities Performance Review_Yearly,57.7,
988,Water coverage,Percent,Rural,Kigoma,TZA001016,2009,EWURA_Water Utilities Performance Review_Yearly,62.65,
989,Water coverage,Percent,Rural,Kigoma,TZA001016,2010,EWURA_Water Utilities Performance Review_Yearly,62.28,
990,Water coverage,Percent,Rural,Kigoma,TZA001016,2011,EWURA_Water Utilities Performance Review_Yearly,60.19,
991,Water coverage,Percent,Rural,Kigoma,TZA001016,2012,EWURA_Water Utilities Performance Review_Yearly,59.621191211686,
992,Water coverage,Percent,Rural,Dodoma,TZA001001,2008,MoWI_Rural Water Supply Database_Yearly,65.3,
993,Water coverage,Percent,Rural,Arusha,TZA001002,2008,MoWI_Rural Water Supply Database_Yearly,59.6,
994,Water coverage,Percent,Rural,Kilimanjaro,TZA001003,2008,MoWI_Rural Water Supply Database_Yearly,68.8,
995,Water coverage,Percent,Rural,Tanga,TZA001004,2008,MoWI_Rural Water Supply Database_Yearly,73.9,
996,Water coverage,Percent,Rural,Morogoro,TZA001005,2008,MoWI_Rural Water Supply Database_Yearly,66.2,
997,Water coverage,Percent,Rural,Pwani,TZA001006,2008,MoWI_Rural Water Supply Database_Yearly,69.1,
999,Water coverage,Percent,Rural,Lindi,TZA001008,2008,MoWI_Rural Water Supply Database_Yearly,54.4,
1000,Water coverage,Percent,Rural,Mtwara,TZA001009,2008,MoWI_Rural Water Supply Database_Yearly,70.9,
1001,Water coverage,Percent,Rural,Ruvuma,TZA001010,2008,MoWI_Rural Water Supply Database_Yearly,56,
1002,Water coverage,Percent,Rural,Iringa,TZA001011,2008,MoWI_Rural Water Supply Database_Yearly,70.2,
1003,Water coverage,Percent,Rural,Mbeya,TZA001012,2008,MoWI_Rural Water Supply Database_Yearly,59.6,
1004,Water coverage,Percent,Rural,Singida,TZA001013,2008,MoWI_Rural Water Supply Database_Yearly,47.4,
1005,Water coverage,Percent,Rural,Tabora,TZA001014,2008,MoWI_Rural Water Supply Database_Yearly,43.6,
1006,Water coverage,Percent,Rural,Rukwa,TZA001015,2008,MoWI_Rural Water Supply Database_Yearly,51.1,
1007,Water coverage,Percent,Rural,Kigoma,TZA001016,2008,MoWI_Rural Water Supply Database_Yearly,57.7,
1008,Water coverage,Percent,Rural,Shinyanga,TZA001017,2008,MoWI_Rural Water Supply Database_Yearly,49.6,
1009,Water coverage,Percent,Rural,Kagera,TZA001018,2008,MoWI_Rural Water Supply Database_Yearly,50.5,
1010,Water coverage,Percent,Rural,Mwanza,TZA001019,2008,MoWI_Rural Water Supply Database_Yearly,58.6,
1011,Water coverage,Percent,Rural,Mara,TZA001020,2008,MoWI_Rural Water Supply Database_Yearly,51.1,
1012,Water coverage,Percent,Rural,Manyara,TZA001021,2008,MoWI_Rural Water Supply Database_Yearly,53.4,
1013,Water coverage,Percent,Rural,Dodoma,TZA001001,2009,MoWI_Rural Water Supply Database_Yearly,61.21,
1014,Water coverage,Percent,Rural,Arusha,TZA001002,2009,MoWI_Rural Water Supply Database_Yearly,66.72,
1015,Water coverage,Percent,Rural,Kilimanjaro,TZA001003,2009,MoWI_Rural Water Supply Database_Yearly,69.09,
1016,Water coverage,Percent,Rural,Tanga,TZA001004,2009,MoWI_Rural Water Supply Database_Yearly,68.9,
1017,Water coverage,Percent,Rural,Morogoro,TZA001005,2009,MoWI_Rural Water Supply Database_Yearly,66.19,
1018,Water coverage,Percent,Rural,Pwani,TZA001006,2009,MoWI_Rural Water Supply Database_Yearly,65.94,
1020,Water coverage,Percent,Rural,Lindi,TZA001008,2009,MoWI_Rural Water Supply Database_Yearly,51.01,
1021,Water coverage,Percent,Rural,Mtwara,TZA001009,2009,MoWI_Rural Water Supply Database_Yearly,65.06,
1022,Water coverage,Percent,Rural,Ruvuma,TZA001010,2009,MoWI_Rural Water Supply Database_Yearly,57.73,
1023,Water coverage,Percent,Rural,Iringa,TZA001011,2009,MoWI_Rural Water Supply Database_Yearly,66.83,
1024,Water coverage,Percent,Rural,Mbeya,TZA001012,2009,MoWI_Rural Water Supply Database_Yearly,61.21,
1025,Water coverage,Percent,Rural,Singida,TZA001013,2009,MoWI_Rural Water Supply Database_Yearly,49,
1026,Water coverage,Percent,Rural,Tabora,TZA001014,2009,MoWI_Rural Water Supply Database_Yearly,44.57,
1027,Water coverage,Percent,Rural,Rukwa,TZA001015,2009,MoWI_Rural Water Supply Database_Yearly,52.41,
1028,Water coverage,Percent,Rural,Kigoma,TZA001016,2009,MoWI_Rural Water Supply Database_Yearly,62.65,
1029,Water coverage,Percent,Rural,Shinyanga,TZA001017,2009,MoWI_Rural Water Supply Database_Yearly,51.53,
1030,Water coverage,Percent,Rural,Kagera,TZA001018,2009,MoWI_Rural Water Supply Database_Yearly,58.86,
1031,Water coverage,Percent,Rural,Mwanza,TZA001019,2009,MoWI_Rural Water Supply Database_Yearly,57.02,
1032,Water coverage,Percent,Rural,Mara,TZA001020,2009,MoWI_Rural Water Supply Database_Yearly,54.07,
1033,Water coverage,Percent,Rural,Manyara,TZA001021,2009,MoWI_Rural Water Supply Database_Yearly,52.54,
1034,Water coverage,Percent,Rural,Dodoma,TZA001001,2010,MoWI_Rural Water Supply Database_Yearly,59.66,
1035,Water coverage,Percent,Rural,Arusha,TZA001002,2010,MoWI_Rural Water Supply Database_Yearly,60.84,
1036,Water coverage,Percent,Rural,Kilimanjaro,TZA001003,2010,MoWI_Rural Water Supply Database_Yearly,68.89,
1037,Water coverage,Percent,Rural,Tanga,TZA001004,2010,MoWI_Rural Water Supply Database_Yearly,65.71,
1038,Water coverage,Percent,Rural,Morogoro,TZA001005,2010,MoWI_Rural Water Supply Database_Yearly,58.58,
1039,Water coverage,Percent,Rural,Pwani,TZA001006,2010,MoWI_Rural Water Supply Database_Yearly,64.8,
1041,Water coverage,Percent,Rural,Lindi,TZA001008,2010,MoWI_Rural Water Supply Database_Yearly,40.12,
1042,Water coverage,Percent,Rural,Shinyanga,TZA001017,2010,EWURA_Water Utilities Performance Review_Yearly,52.16,
1043,Water coverage,Percent,Rural,Shinyanga,TZA001017,2011,EWURA_Water Utilities Performance Review_Yearly,50.07,
1044,Water coverage,Percent,Rural,Shinyanga,TZA001017,2012,EWURA_Water Utilities Performance Review_Yearly,51.612049455428,
1045,Water coverage,Percent,Rural,Tanga,TZA001004,2008,EWURA_Water Utilities Performance Review_Yearly,73.9,
1046,Water coverage,Percent,Rural,Tanga,TZA001004,2009,EWURA_Water Utilities Performance Review_Yearly,68.9,
1047,Water coverage,Percent,Rural,Tanga,TZA001004,2010,EWURA_Water Utilities Performance Review_Yearly,65.71,
1048,Water coverage,Percent,Rural,Tanga,TZA001004,2011,EWURA_Water Utilities Performance Review_Yearly,58.23,
1049,Water coverage,Percent,Rural,Tanga,TZA001004,2012,EWURA_Water Utilities Performance Review_Yearly,59.8469864700645,
1050,Water coverage,Percent,Rural,Dodoma,TZA001001,2008,EWURA_Water Utilities Performance Review_Yearly,65.3,
1051,Water coverage,Percent,Rural,Dodoma,TZA001001,2009,EWURA_Water Utilities Performance Review_Yearly,61.21,
1052,Water coverage,Percent,Rural,Dodoma,TZA001001,2010,EWURA_Water Utilities Performance Review_Yearly,59.66,
1053,Water coverage,Percent,Rural,Dodoma,TZA001001,2011,EWURA_Water Utilities Performance Review_Yearly,50.04,
1054,Water coverage,Percent,Rural,Dodoma,TZA001001,2012,EWURA_Water Utilities Performance Review_Yearly,47.0372151940174,
1055,Water coverage,Percent,Rural,Arusha,TZA001002,2008,EWURA_Water Utilities Performance Review_Yearly,59.6,
1056,Water coverage,Percent,Rural,Mtwara,TZA001009,2010,MoWI_Rural Water Supply Database_Yearly,67.04,
1057,Water coverage,Percent,Rural,Ruvuma,TZA001010,2010,MoWI_Rural Water Supply Database_Yearly,57.24,
1058,Water coverage,Percent,Rural,Iringa,TZA001011,2010,MoWI_Rural Water Supply Database_Yearly,65.93,
1059,Water coverage,Percent,Rural,Mbeya,TZA001012,2010,MoWI_Rural Water Supply Database_Yearly,60.04,
1060,Water coverage,Percent,Rural,Singida,TZA001013,2010,MoWI_Rural Water Supply Database_Yearly,51.36,
1061,Water coverage,Percent,Rural,Tabora,TZA001014,2010,MoWI_Rural Water Supply Database_Yearly,38.85,
1062,Water coverage,Percent,Rural,Rukwa,TZA001015,2010,MoWI_Rural Water Supply Database_Yearly,53.92,
1063,Water coverage,Percent,Rural,Kigoma,TZA001016,2010,MoWI_Rural Water Supply Database_Yearly,62.28,
1064,Water coverage,Percent,Rural,Shinyanga,TZA001017,2010,MoWI_Rural Water Supply Database_Yearly,52.16,
1065,Water coverage,Percent,Rural,Kagera,TZA001018,2010,MoWI_Rural Water Supply Database_Yearly,57.85,
1066,Water coverage,Percent,Rural,Mwanza,TZA001019,2010,MoWI_Rural Water Supply Database_Yearly,61.49,
1067,Water coverage,Percent,Rural,Mara,TZA001020,2010,MoWI_Rural Water Supply Database_Yearly,54.7,
1068,Water coverage,Percent,Rural,Manyara,TZA001021,2010,MoWI_Rural Water Supply Database_Yearly,52.85,
1069,Water coverage,Percent,Rural,Njombe,TZA001022,2010,MoWI_Rural Water Supply Database_Yearly,60.19,
1070,Water coverage,Percent,Rural,Dodoma,TZA001001,2011,MoWI_Rural Water Supply Database_Yearly,50.04,
1071,Water coverage,Percent,Rural,Arusha,TZA001002,2011,MoWI_Rural Water Supply Database_Yearly,58.53,
1072,Water coverage,Percent,Rural,Kilimanjaro,TZA001003,2011,MoWI_Rural Water Supply Database_Yearly,73.07,
1073,Water coverage,Percent,Rural,Tanga,TZA001004,2011,MoWI_Rural Water Supply Database_Yearly,58.23,
1074,Water coverage,Percent,Rural,Morogoro,TZA001005,2011,MoWI_Rural Water Supply Database_Yearly,61.89,
1075,Water coverage,Percent,Rural,Pwani,TZA001006,2011,MoWI_Rural Water Supply Database_Yearly,64.6,
1077,Water coverage,Percent,Rural,Lindi,TZA001008,2011,MoWI_Rural Water Supply Database_Yearly,41.38,
1078,Water coverage,Percent,Rural,Mtwara,TZA001009,2011,MoWI_Rural Water Supply Database_Yearly,49.4,
1079,Water coverage,Percent,Rural,Ruvuma,TZA001010,2011,MoWI_Rural Water Supply Database_Yearly,59.91,
1080,Water coverage,Percent,Rural,Iringa,TZA001011,2011,MoWI_Rural Water Supply Database_Yearly,65.82,
1081,Water coverage,Percent,Rural,Mbeya,TZA001012,2011,MoWI_Rural Water Supply Database_Yearly,60.04,
1082,Water coverage,Percent,Rural,Singida,TZA001013,2011,MoWI_Rural Water Supply Database_Yearly,50.44,
1083,Water coverage,Percent,Rural,Tabora,TZA001014,2011,MoWI_Rural Water Supply Database_Yearly,43.36,
1084,Water coverage,Percent,Rural,Rukwa,TZA001015,2011,MoWI_Rural Water Supply Database_Yearly,54.67,
1085,Water coverage,Percent,Rural,Kigoma,TZA001016,2011,MoWI_Rural Water Supply Database_Yearly,60.19,
1086,Water coverage,Percent,Rural,Shinyanga,TZA001017,2011,MoWI_Rural Water Supply Database_Yearly,50.07,
1087,Water coverage,Percent,Rural,Kagera,TZA001018,2011,MoWI_Rural Water Supply Database_Yearly,56.01,
1088,Water coverage,Percent,Rural,Mwanza,TZA001019,2011,MoWI_Rural Water Supply Database_Yearly,58.28,
1089,Water coverage,Percent,Rural,Mara,TZA001020,2011,MoWI_Rural Water Supply Database_Yearly,51.04,
1090,Water coverage,Percent,Rural,Manyara,TZA001021,2011,MoWI_Rural Water Supply Database_Yearly,63.01,
1091,Water coverage,Percent,Rural,Dodoma,TZA001001,2012,MoWI_Rural Water Supply Database_Yearly,47.0372151940174,
1092,Water coverage,Percent,Rural,Arusha,TZA001002,2012,MoWI_Rural Water Supply Database_Yearly,60.6633292312152,
1093,Water coverage,Percent,Rural,Kilimanjaro,TZA001003,2012,MoWI_Rural Water Supply Database_Yearly,74.4445927052533,
1094,Water coverage,Percent,Rural,Tanga,TZA001004,2012,MoWI_Rural Water Supply Database_Yearly,59.8469864700645,
1095,Water coverage,Percent,Rural,Morogoro,TZA001005,2012,MoWI_Rural Water Supply Database_Yearly,63.1011147413805,
1096,Water coverage,Percent,Rural,Pwani,TZA001006,2012,MoWI_Rural Water Supply Database_Yearly,66.0829325670914,
1098,Water coverage,Percent,Rural,Lindi,TZA001008,2012,MoWI_Rural Water Supply Database_Yearly,37.1209637360833,
1099,Water coverage,Percent,Rural,Mtwara,TZA001009,2012,MoWI_Rural Water Supply Database_Yearly,45.0931148816444,
1100,Water coverage,Percent,Rural,Ruvuma,TZA001010,2012,MoWI_Rural Water Supply Database_Yearly,58.8109950031484,
1101,Water coverage,Percent,Rural,Iringa,TZA001011,2012,MoWI_Rural Water Supply Database_Yearly,64.9496013928342,
1102,Water coverage,Percent,Rural,Mbeya,TZA001012,2012,MoWI_Rural Water Supply Database_Yearly,52.6853608990094,
1103,Water coverage,Percent,Rural,Singida,TZA001013,2012,MoWI_Rural Water Supply Database_Yearly,49.8868626525008,
1104,Water coverage,Percent,Rural,Tabora,TZA001014,2012,MoWI_Rural Water Supply Database_Yearly,46.8438310873212,
1105,Water coverage,Percent,Rural,Rukwa,TZA001015,2012,MoWI_Rural Water Supply Database_Yearly,45.687155003691,
1106,Water coverage,Percent,Rural,Kigoma,TZA001016,2012,MoWI_Rural Water Supply Database_Yearly,59.621191211686,
1107,Water coverage,Percent,Rural,Shinyanga,TZA001017,2012,MoWI_Rural Water Supply Database_Yearly,51.612049455428,
1108,Water coverage,Percent,Rural,Kagera,TZA001018,2012,MoWI_Rural Water Supply Database_Yearly,57.2065982111642,
1109,Water coverage,Percent,Rural,Mwanza,TZA001019,2012,MoWI_Rural Water Supply Database_Yearly,61.9828904571868,
1110,Water coverage,Percent,Rural,Mara,TZA001020,2012,MoWI_Rural Water Supply Database_Yearly,49,
1111,Water coverage,Percent,Rural,Manyara,TZA001021,2012,MoWI_Rural Water Supply Database_Yearly,62.9080078919641,
1112,Water coverage,Percent,Rural,Njombe,TZA001022,2012,MoWI_Rural Water Supply Database_Yearly,63.1113559135722,
1113,Water coverage,Percent,Rural,Katavi,TZA001023,2012,MoWI_Rural Water Supply Database_Yearly,53,
1114,Water coverage,Percent,Rural,Geita,TZA001025,2012,MoWI_Rural Water Supply Database_Yearly,53.0081176212915,
1539,Water demand,m3/yr,Urban,Shinyanga,TZA001017,2011-2012,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,6.64,
1540,Water demand,m3/yr,Urban,Mwanza,TZA001019,2011-2012,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,42.95,
1541,Water demand,m3/yr,Urban,Arusha,TZA001002,2012-2013,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,34.04,
1543,Water demand,m3/yr,Urban,Shinyanga,TZA001017,2012-2013,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,6.15,
1544,Water demand,m3/yr,Urban,Mwanza,TZA001019,2012-2013,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,40.35,
1545,Water demand,m3/yr,Urban,Arusha,TZA001002,2013-2014,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,35.37,
1547,Water demand,m3/yr,Urban,Shinyanga,TZA001017,2013-2014,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,6.57,
1548,Water demand,m3/yr,Urban,Mwanza,TZA001019,2013-2014,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,37.79,
2354,Water demand,m3/yr,Urban,Arusha,TZA001002,2009-2010,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,19.36,
2356,Water demand,m3/yr,Urban,Shinyanga,TZA001017,2009-2010,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,6.19,
2357,Water demand,m3/yr,Urban,Mwanza,TZA001019,2009-2010,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,25.23,
2358,Water demand,m3/yr,Urban,Arusha,TZA001002,2010-2011,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,19.36,
2360,Water demand,m3/yr,Urban,Shinyanga,TZA001017,2010-2011,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,6.15,
2361,Water demand,m3/yr,Urban,Mwanza,TZA001019,2010-2011,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,37.79,
2362,Water demand,m3/yr,Urban,Arusha,TZA001002,2011-2012,MoWI/EWURA_Urban Water Supply Database- MajIs and  Water Utility Performance Review Report_ Yearly,34.04,
10333,Households within 15 minutes to water supply in dry seasons,Percent,Total,Mbeya,TZA001012,2000-2001,NBS_Household Budget Survey (HBS) 2000-2001_2002,77.5,"TZA_Household Budget Survey (HBS) 2000-2001, National Bureau of Statistics, Tanzania, July 2002"
10334,Households within 15 minutes to water supply in dry seasons,Percent,Total,Mara,TZA001020,2000-2001,NBS_Household Budget Survey (HBS) 2000-2001_2002,51.1,"TZA_Household Budget Survey (HBS) 2000-2001, National Bureau of Statistics, Tanzania, July 2002"
10336,Households within 15 minutes to water supply in dry seasons,Percent,Total,Morogoro,TZA001005,2000-2001,NBS_Household Budget Survey (HBS) 2000-2001_2002,70.7,"TZA_Household Budget Survey (HBS) 2000-2001, National Bureau of Statistics, Tanzania, July 2002"
