,Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
6142,Children under-5 years with diarrhoea,Percent,Total,Kilimanjaro,TZA001003,2010,NBS_ TDHS (2010)_2011,16,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6144,Children under-5 years with diarrhoea,Percent,Total,Kaskazini Unguja,TZA002051,2010,NBS_ TDHS (2010)_2011,17.6,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6145,Children under-5 years with diarrhoea,Percent,Total,Kusini Unguja,TZA002052,2010,NBS_ TDHS (2010)_2011,10.4,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6146,Children under-5 years with diarrhoea,Percent,Total,Mjini Magharibi,TZA002053,2010,NBS_ TDHS (2010)_2011,6.9,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6147,Children under-5 years with diarrhoea,Percent,Total,Kaskazini Pemba,TZA002054,2010,NBS_ TDHS (2010)_2011,8.8,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6148,Children under-5 years with diarrhoea,Percent,Total,Kusini Pemba,TZA002055,2010,NBS_ TDHS (2010)_2011,16.6,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6150,Children under-5 years with diarrhoea,Percent,Total,Tanga,TZA001004,2010,NBS_ TDHS (2010)_2011,11,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6151,Children under-5 years with diarrhoea,Percent,Total,Dodoma,TZA001001,2010,NBS_ TDHS (2010)_2011,21.8,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6152,Children under-5 years with diarrhoea,Percent,Total,Morogoro,TZA001005,2010,NBS_ TDHS (2010)_2011,15.8,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6153,Children under-5 years with diarrhoea,Percent,Total,Pwani,TZA001006,2010,NBS_ TDHS (2010)_2011,5.6,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6155,Children under-5 years with diarrhoea,Percent,Total,Lindi,TZA001008,2010,NBS_ TDHS (2010)_2011,19.2,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
6156,Children under-5 years with diarrhoea,Percent,Total,Shinyanga,TZA001017,2010,NBS_ TDHS (2010)_2011,3.6,"TZA_ Demographic & Health Survey, 2010, National Bureau of Statistics, Tanzania, April 2011"
7761,Children under-5 years with diarrhoea,Percent,Total,Dodoma,TZA001001,2015-2016,NBS_ TDHS (2015-2016)_2016,9.7,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7762,Children under-5 years with diarrhoea,Percent,Total,Arusha,TZA001002,2015-2016,NBS_ TDHS (2015-2016)_2016,9.2,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7763,Children under-5 years with diarrhoea,Percent,Total,Kilimanjaro,TZA001003,2015-2016,NBS_ TDHS (2015-2016)_2016,10.2,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7764,Children under-5 years with diarrhoea,Percent,Total,Tanga,TZA001004,2015-2016,NBS_ TDHS (2015-2016)_2016,6.1,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7765,Children under-5 years with diarrhoea,Percent,Total,Morogoro,TZA001005,2015-2016,NBS_ TDHS (2015-2016)_2016,8.5,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7766,Children under-5 years with diarrhoea,Percent,Total,Pwani,TZA001006,2015-2016,NBS_ TDHS (2015-2016)_2016,10.5,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7768,Children under-5 years with diarrhoea,Percent,Total,Lindi,TZA001008,2015-2016,NBS_ TDHS (2015-2016)_2016,14,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7769,Children under-5 years with diarrhoea,Percent,Total,Mtwara,TZA001009,2015-2016,NBS_ TDHS (2015-2016)_2016,18.3,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7771,Children under-5 years with diarrhoea,Percent,Total,Ruvuma,TZA001010,2015-2016,NBS_ TDHS (2015-2016)_2016,11.7,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7772,Children under-5 years with diarrhoea,Percent,Total,Iringa,TZA001011,2015-2016,NBS_ TDHS (2015-2016)_2016,8,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7773,Children under-5 years with diarrhoea,Percent,Total,Mbeya,TZA001012,2015-2016,NBS_ TDHS (2015-2016)_2016,13.9,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7774,Children under-5 years with diarrhoea,Percent,Total,Singida,TZA001013,2015-2016,NBS_ TDHS (2015-2016)_2016,9.5,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7775,Children under-5 years with diarrhoea,Percent,Total,Tabora,TZA001014,2015-2016,NBS_ TDHS (2015-2016)_2016,5.2,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7776,Children under-5 years with diarrhoea,Percent,Total,Rukwa,TZA001015,2015-2016,NBS_ TDHS (2015-2016)_2016,19.5,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7777,Children under-5 years with diarrhoea,Percent,Total,Kigoma,TZA001016,2015-2016,NBS_ TDHS (2015-2016)_2016,20.3,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7778,Children under-5 years with diarrhoea,Percent,Total,Shinyanga,TZA001017,2015-2016,NBS_ TDHS (2015-2016)_2016,11.5,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7779,Children under-5 years with diarrhoea,Percent,Total,Kagera,TZA001018,2015-2016,NBS_ TDHS (2015-2016)_2016,10.8,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7780,Children under-5 years with diarrhoea,Percent,Total,Mwanza,TZA001019,2015-2016,NBS_ TDHS (2015-2016)_2016,11.7,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7781,Children under-5 years with diarrhoea,Percent,Total,Mara,TZA001020,2015-2016,NBS_ TDHS (2015-2016)_2016,16.3,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7782,Children under-5 years with diarrhoea,Percent,Total,Manyara,TZA001021,2015-2016,NBS_ TDHS (2015-2016)_2016,11.4,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7783,Children under-5 years with diarrhoea,Percent,Total,Njombe,TZA001022,2015-2016,NBS_ TDHS (2015-2016)_2016,9.8,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7784,Children under-5 years with diarrhoea,Percent,Total,Katavi,TZA001023,2015-2016,NBS_ TDHS (2015-2016)_2016,13.5,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7785,Children under-5 years with diarrhoea,Percent,Total,Simiyu,TZA001024,2015-2016,NBS_ TDHS (2015-2016)_2016,13,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7786,Children under-5 years with diarrhoea,Percent,Total,Geita,TZA001025,2015-2016,NBS_ TDHS (2015-2016)_2016,8.7,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7787,Children under-5 years with diarrhoea,Percent,Total,Kaskazini Unguja,TZA002051,2015-2016,NBS_ TDHS (2015-2016)_2016,13.6,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7788,Children under-5 years with diarrhoea,Percent,Total,Kusini Unguja,TZA002052,2015-2016,NBS_ TDHS (2015-2016)_2016,7.8,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7789,Children under-5 years with diarrhoea,Percent,Total,Mjini Magharibi,TZA002053,2015-2016,NBS_ TDHS (2015-2016)_2016,9.3,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7790,Children under-5 years with diarrhoea,Percent,Total,Kaskazini Pemba,TZA002054,2015-2016,NBS_ TDHS (2015-2016)_2016,12.1,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
7791,Children under-5 years with diarrhoea,Percent,Total,Kusini Pemba,TZA002055,2015-2016,NBS_ TDHS (2015-2016)_2016,9.5,"TZA_ Demographic & Health Survey, 2015-2016, National Bureau of Statistics, Tanzania, December 2016"
8958,Children under-5 years with diarrhoea,Percent,Total,Mtwara,TZA001009,1991-1992,NBS_TDHS (1991-1992)_1993,10.4,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8959,Children under-5 years with diarrhoea,Percent,Total,Ruvuma,TZA001010,1991-1992,NBS_TDHS (1991-1992)_1993,10.4,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8960,Children under-5 years with diarrhoea,Percent,Total,Iringa,TZA001011,1991-1992,NBS_TDHS (1991-1992)_1993,13.5,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8961,Children under-5 years with diarrhoea,Percent,Total,Mbeya,TZA001012,1991-1992,NBS_TDHS (1991-1992)_1993,12.2,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8962,Children under-5 years with diarrhoea,Percent,Total,Singida,TZA001013,1991-1992,NBS_TDHS (1991-1992)_1993,20.8,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8963,Children under-5 years with diarrhoea,Percent,Total,Arusha,TZA001002,1991-1992,NBS_TDHS (1991-1992)_1993,23.3,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8964,Children under-5 years with diarrhoea,Percent,Total,Tabora,TZA001014,1991-1992,NBS_TDHS (1991-1992)_1993,6.5,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8965,Children under-5 years with diarrhoea,Percent,Total,Rukwa,TZA001015,1991-1992,NBS_TDHS (1991-1992)_1993,13.7,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8966,Children under-5 years with diarrhoea,Percent,Total,Kigoma,TZA001016,1991-1992,NBS_TDHS (1991-1992)_1993,11.9,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8968,Children under-5 years with diarrhoea,Percent,Total,Kagera,TZA001018,1991-1992,NBS_TDHS (1991-1992)_1993,6.1,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8969,Children under-5 years with diarrhoea,Percent,Total,Mwanza,TZA001019,1991-1992,NBS_TDHS (1991-1992)_1993,7.7,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8970,Children under-5 years with diarrhoea,Percent,Total,Mara,TZA001020,1991-1992,NBS_TDHS (1991-1992)_1993,11.1,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8971,Children under-5 years with diarrhoea,Percent,Total,Kilimanjaro,TZA001003,1991-1992,NBS_TDHS (1991-1992)_1993,10.8,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8974,Children under-5 years with diarrhoea,Percent,Total,Tanga,TZA001004,1991-1992,NBS_TDHS (1991-1992)_1993,12.3,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8975,Children under-5 years with diarrhoea,Percent,Total,Dodoma,TZA001001,1991-1992,NBS_TDHS (1991-1992)_1993,17,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8976,Children under-5 years with diarrhoea,Percent,Total,Morogoro,TZA001005,1991-1992,NBS_TDHS (1991-1992)_1993,22.6,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8977,Children under-5 years with diarrhoea,Percent,Total,Pwani,TZA001006,1991-1992,NBS_TDHS (1991-1992)_1993,18.3,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8979,Children under-5 years with diarrhoea,Percent,Total,Lindi,TZA001008,1991-1992,NBS_TDHS (1991-1992)_1993,17.8,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
8980,Children under-5 years with diarrhoea,Percent,Total,Shinyanga,TZA001017,1991-1992,NBS_TDHS (1991-1992)_1993,8.4,"TZA_Demographic & Health Survey, 1991-1992, National Bureau of Statistics, Tanzania, June 1993"
9486,Children under-5 years with diarrhoea,Percent,Total,Lindi,TZA001008,1996,NBS_TDHS (1996)_1997,13,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9487,Children under-5 years with diarrhoea,Percent,Total,Mtwara,TZA001009,1996,NBS_TDHS (1996)_1997,11.2,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9488,Children under-5 years with diarrhoea,Percent,Total,Ruvuma,TZA001010,1996,NBS_TDHS (1996)_1997,7.4,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9489,Children under-5 years with diarrhoea,Percent,Total,Iringa,TZA001011,1996,NBS_TDHS (1996)_1997,12,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9490,Children under-5 years with diarrhoea,Percent,Total,Mbeya,TZA001012,1996,NBS_TDHS (1996)_1997,18.7,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9491,Children under-5 years with diarrhoea,Percent,Total,Singida,TZA001013,1996,NBS_TDHS (1996)_1997,18.2,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9492,Children under-5 years with diarrhoea,Percent,Total,Arusha,TZA001002,1996,NBS_TDHS (1996)_1997,14.8,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9493,Children under-5 years with diarrhoea,Percent,Total,Tabora,TZA001014,1996,NBS_TDHS (1996)_1997,18.5,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9494,Children under-5 years with diarrhoea,Percent,Total,Rukwa,TZA001015,1996,NBS_TDHS (1996)_1997,22.2,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9495,Children under-5 years with diarrhoea,Percent,Total,Kigoma,TZA001016,1996,NBS_TDHS (1996)_1997,25.2,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9497,Children under-5 years with diarrhoea,Percent,Total,Kagera,TZA001018,1996,NBS_TDHS (1996)_1997,20.3,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9498,Children under-5 years with diarrhoea,Percent,Total,Mwanza,TZA001019,1996,NBS_TDHS (1996)_1997,7.8,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9499,Children under-5 years with diarrhoea,Percent,Total,Mara,TZA001020,1996,NBS_TDHS (1996)_1997,11,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9500,Children under-5 years with diarrhoea,Percent,Total,Kilimanjaro,TZA001003,1996,NBS_TDHS (1996)_1997,9.6,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9503,Children under-5 years with diarrhoea,Percent,Total,Tanga,TZA001004,1996,NBS_TDHS (1996)_1997,13.5,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9504,Children under-5 years with diarrhoea,Percent,Total,Dodoma,TZA001001,1996,NBS_TDHS (1996)_1997,14.7,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9505,Children under-5 years with diarrhoea,Percent,Total,Morogoro,TZA001005,1996,NBS_TDHS (1996)_1997,12.9,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9506,Children under-5 years with diarrhoea,Percent,Total,Pwani,TZA001006,1996,NBS_TDHS (1996)_1997,4.7,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9508,Children under-5 years with diarrhoea,Percent,Total,Shinyanga,TZA001017,1996,NBS_TDHS (1996)_1997,7.3,"TZA_Demographic & Health Survey, 1996, National Bureau of Statistics, Tanzania, August 1997"
9932,Children under-5 years with diarrhoea,Percent,Total,Ruvuma,TZA001010,2010,"NBS_Tanzania Reproductive and Child Health Survey, 1999_2000",9.7,"TZA_Tanzania Reproductive and Child Health Survey, 1999, National Bureau of Statistics, November 2000"
9933,Children under-5 years with diarrhoea,Percent,Total,Iringa,TZA001011,2010,"NBS_Tanzania Reproductive and Child Health Survey, 1999_2000",15.3,"TZA_Tanzania Reproductive and Child Health Survey, 1999, National Bureau of Statistics, November 2000"
9934,Children under-5 years with diarrhoea,Percent,Total,Mbeya,TZA001012,2010,"NBS_Tanzania Reproductive and Child Health Survey, 1999_2000",17.6,"TZA_Tanzania Reproductive and Child Health Survey, 1999, National Bureau of Statistics, November 2000"
9935,Children under-5 years with diarrhoea,Percent,Total,Singida,TZA001013,2010,"NBS_Tanzania Reproductive and Child Health Survey, 1999_2000",15.9,"TZA_Tanzania Reproductive and Child Health Survey, 1999, National Bureau of Statistics, November 2000"
9936,Children under-5 years with diarrhoea,Percent,Total,Arusha,TZA001002,2010,"NBS_Tanzania Reproductive and Child Health Survey, 1999_2000",12.6,"TZA_Tanzania Reproductive and Child Health Survey, 1999, National Bureau of Statistics, November 2000"
9937,Children under-5 years with diarrhoea,Percent,Total,Tabora,TZA001014,2010,"NBS_Tanzania Reproductive and Child Health Survey, 1999_2000",10,"TZA_Tanzania Reproductive and Child Health Survey, 1999, National Bureau of Statistics, November 2000"
9938,Children under-5 years with diarrhoea,Percent,Total,Rukwa,TZA001015,2010,"NBS_Tanzania Reproductive and Child Health Survey, 1999_2000",10.4,"TZA_Tanzania Reproductive and Child Health Survey, 1999, National Bureau of Statistics, November 2000"
9939,Children under-5 years with diarrhoea,Percent,Total,Kigoma,TZA001016,2010,"NBS_Tanzania Reproductive and Child Health Survey, 1999_2000",28.8,"TZA_Tanzania Reproductive and Child Health Survey, 1999, National Bureau of Statistics, November 2000"
